startup_name,domain,round,amount_usd,investor,date,source,scraped_at,headquarters
Atomicwork,BioTech,Seed Round,,Blume Ventures,,,2026-04-20,$3 million
Atomicwork,BioTech,Seed Round,,Neon Fund,,,2026-04-20,$3 million
Sistema.bio,Biogas-Tech,New Funding Round,15000000.0,ElectriFI,,,2026-04-20,Pune
Sistema.bio,Biogas-Tech,New Funding Round,15000000.0,Chroma Impact Investment,,,2026-04-20,Pune
Sistema.bio,Biogas-Tech,New Funding Round,15000000.0,KawiSafi Ventures,,,2026-04-20,Pune
Sistema.bio,Biogas-Tech,New Funding Round,15000000.0,AXA IM Alts,,,2026-04-20,Pune
Ukhi,Biomaterials,Pre-Seed,1200000.0,100Unicorns,,,2026-04-20,New Delhi
Ukhi,Biomaterials,Pre-Seed,1200000.0,Venture Catalysts,,,2026-04-20,New Delhi
Ukhi,Biomaterials,Pre-Seed,1200000.0,Avtar Monga,,,2026-04-20,New Delhi
Serigen Mediproducts,Biomedical Products,Funding Round,10.0,IAN Alpha Fund,,,2026-04-20,Pune
Serigen Mediproducts,Biomedical Products,Funding Round,10.0,Colossa Ventures,,,2026-04-20,Pune
Serigen Mediproducts,Biomedical Products,Funding Round,10.0,angels,,,2026-04-20,Pune
Ahammune Biosciences,Biotech,Series A,5000000.0,pi Ventures,,,2026-04-20,Pune
Cellivate Technologies,Biotech,Seed Round,1000000.0,Antler,,,2026-04-20,Singapore
Cellivate Technologies,Biotech,Seed Round,1000000.0,Venture Catalysts,,,2026-04-20,Singapore
Cellivate Technologies,Biotech,Seed Round,1000000.0,Hatcher+,,,2026-04-20,Singapore
Cellivate Technologies,Biotech,Seed Round,1000000.0,We Founder Circle,,,2026-04-20,Singapore
Dharaksha Ecosolutions,Biotech,Seed Round,24.8,Avaana Capital,,,2026-04-20,New Delhi
Transcell Biologics,Biotech,-,,Quantiphi,,,2026-04-20,Hyderabad
Transcell Biologics,Biotech,-,,IAN Group,,,2026-04-20,Hyderabad
Cambrian Bioworks,Biotechnology,Seed Round,1450000.0,Irani Family Office,,,2026-04-20,Bengaluru
Cambrian Bioworks,Biotechnology,Seed Round,1450000.0,Vaibhav Hegde,,,2026-04-20,Bengaluru
Laurus Bio,Biotechnology,Equity Investment,120.0,Eight Roads Ventures,,,2026-04-20,Bengaluru
Laurus Bio,Biotechnology,Equity Investment,120.0,F-Prime Capital,,,2026-04-20,Bengaluru
WadzPay,Blockchain FinTech,Share Subscription Facility,50000000.0,GEM Global Yield LLC SCS,,,2026-04-20,Singapore
Vahan.ai,Blue Collar Recruitment,Series B Round,10000000.0,Khosla Ventures,,,2026-04-20,
Vahan.ai,Blue Collar Recruitment,Series B Round,10000000.0,Y Combinator,,,2026-04-20,
Vahan.ai,Blue Collar Recruitment,Series B Round,10000000.0,Gaingels,,,2026-04-20,
Vahan.ai,Blue Collar Recruitment,Series B Round,10000000.0,Vijay Shekhar Sharma,,,2026-04-20,
Ennoventure,Brand Protection & Authentication,Series A,8900000.0,Tanglin Venture Partners,,,2026-04-20,Bengaluru
Ennoventure,Brand Protection & Authentication,Series A,8900000.0,Fenice Investment Group,,,2026-04-20,Bengaluru
Ennoventure,Brand Protection & Authentication,Series A,8900000.0,SAFE Investors,,,2026-04-20,Bengaluru
Infinity,Business Banking,Equity Funding,1900000.0,Y Combinator,,,2026-04-20,Bengaluru
Infinity,Business Banking,Equity Funding,1900000.0,Liquid 2 Ventures,,,2026-04-20,Bengaluru
Infinity,Business Banking,Equity Funding,1900000.0,Script Capital,,,2026-04-20,Bengaluru
Infinity,Business Banking,Equity Funding,1900000.0,angel investors,,,2026-04-20,Bengaluru
Futwork,Call-center Solutions,Series A,20.9,Michael & Susan Dell Foundation,,,2026-04-20,Mumbai
Futwork,Call-center Solutions,Series A,20.9,Artha Ventures,,,2026-04-20,Mumbai
Futwork,Call-center Solutions,Series A,20.9,Simile Capital,,,2026-04-20,Mumbai
OneCell Diagnostics,Cancer Diagnostics,Series A,16000000.0,Celesta Capital,,,2026-04-20,Pune
OneCell Diagnostics,Cancer Diagnostics,Series A,16000000.0,Tenacity Ventures,,,2026-04-20,Pune
OneCell Diagnostics,Cancer Diagnostics,Series A,16000000.0,Cedars Sinai,,,2026-04-20,Pune
OneCell Diagnostics,Cancer Diagnostics,Series A,16000000.0,Eragon,,,2026-04-20,Pune
